comment,sentimiento,tema
la hace caso omiso a la peticion de una diputada de ejercer accion humanitaria internacional para atender los migrantes venezolanos que caminan por la selva y otros caminos muchos mueren en el intento,tristeza,migracion
hoy en chile protestan con violencia contra la migracion venezolana me pregunto si con los anos despues de su experimento constituyente repleto de constitucionalistas radicales de izquierda no seran ellos los migrantes de manana,ira,migracion
las tragicas historias de los venezolanos que estamos viendo por estos dias en el tapon del darien la vivieron en su momento cientos y cientos de migrantes africanos asiaticos y haitianos el punto es que ahora las oimos con un acento que nos resulta mas familiar dolor infinito,tristeza,migracion
la estupidez de muchos venezolanos ha llegado a tal magnitud que serian capaces de montarse en un cohete de space x de elon musk y embarcarse en un viaje de alto riesgo a marte a sabiendas de morir en el intento tal como lo estan haciendo con el tapon del darien,ira,migracion
quienes hicieron negocio con la migracion venezolana quienes dijeron que los venezolanos eran una enfermedad para latinoamerica desatando la xenofobiatu misma gente bolivarquien se robo la ayuda humanitaria bolivar tu gente cuando aprenderan,ira,migracion
a ver el tapon del darien ha sido usado por colombianos desde mucho antes que los venezolanos huyendo de masacres violencia pobreza maduro es un dictador pero hay mucho inutil con poder veamos a duque,ira,migracion
y te aseguro que le hecharan la culpa del repunte de la delincuencia a la migracion venezolana eso es lo mas triste,tristeza,migracion
los que se van por el darien son venezolanos decerebrados golilleros que quieren vivir el sueno americano y creen que nacieron para ser mejor que los demas por algo se lo comen los cocodrilos,ira,migracion
ahora los inmigrantes venezolanos en su ruta a eua no cruzan por la selva del darien sino que estan agarrando lanchas desde colombia a san andres ya van varias lanchas desaparecidas que tragedia,tristeza,migracion
te estan diciendo aweonao que durante el periodo de pinera fue que aumento la migracion venezolana busca las palabras que fue a decir pa alla el brazos cortos y vuelve para aca a decirme que entendiste,ira,migracion
1 no me parece acertado el comentario y menos viniendo de una venezolana 1ro mx justo ahora no viene a ser el mejor ejemplo de pais y 2do hay que entender que muchos paises necesitan poner barreras ante la migracion masiva de venezolanos chile ya lo hizo mas alla de eso,ira,migracion
con que moral habla maduro si tiene a su pais totalmente en la pobreza esta si que es dictaduradesgraciado por tu culpa tenenos la migracion venezolana desbordada en nuestro pais maldito,ira,migracion
los 10 migrantes venezolanos que la selva del darien se llevo entre enero y julio de 2022 la principal causa de las muertes ha sido infartos luego inmersion 81 de los migrantes sufren lesiones o se enferman al recorrer la ruta,tristeza,migracion
america entera ha sido testigo de la tragedia de los venezolanos desde las aguas del caribe el paramo berlin y el darien son los retos mas grandes a los cuales se encuentran los caminantes sin dejar de lado al peligro por parte de grupos armados,tristeza,migracion
yo nancy evelkis garzon victima del estado colombiano solicito la investigacion y penalizacion de ivan duque por utilizar la comision covid y migracion venezolana para robar el erario publico las arcas de la nacion fueron saqueadas ademas que muchos contradictores torturados,ira,migracion
q duro por todo lo q tienen q pasar los migrantes venezolanos y cubanos 6 dias a pie para cruzar la selva darien camino donde se encuentran personas fallecidas q los dejan abandonados todo por culpa d los malditos dictadores d maduro diaz canel y ahora ortega,tristeza,migracion
del pais por venezolana llamaron a la policia y hasta migracion la llevaron ella esta a mi lado contandome todo en este instante porque en migracion y la policia la soltaron porque fue ilogica la situacion que sucedio con ella,tristeza,migracion
la tragedia venezolana migracion forzosa,tristeza,migracion
tipica pregunta producto de las operaciones mediaticas de la que personas como tu son victimas te lo venden de forma simplista pero no te dicen que detras de la migracion venezolana hay manipulacion operaciones psicologicas crimenes e hipocresia porque resulta lucrativo,ira,migracion
soy colombiano y vivo tambien alli aqui no estamos bien pero tampoco estamos aguantando hambremi pais incluso dentro de sus escasos recursos esta acogiendo una amplia migracion venezolana que esa si llega por la debacle del socialismo impartido en el vecino pueblo,tristeza,migracion
lo malo de ser venezolana ademas de que un pasaporte de mierda la dictadura la viveza criolla los altos indices de violacion de los derechos humanos y la migracion forzada es que la gente cree que solo por ser venezolana tienes las tetas hechas,ira,migracion
no es la forma correcta de citar esa nota no es veraz es falso que la migracion se produce por falta de democracia o por culpa del presidente maduro la migracion venezolana es producto de un brutal ataque a nuestra economia sanciones bloqueos llevaron al pais a esa crisis,ira,migracion
76 venezolanos entraron al tapon del darien y no salieron en una investigacion veraz con cifras reales de la cantidad de personas que desafian la selva mas peligrosa del mundo buscando dignidad de vida vealo aqui,tristeza,migracion
saludos que sepuede hacer con un caso deuna familia venezolana que fue a visitar a sus hijos en mexico y lo retuvo migracion porque segun no cumplen elperfil de turistas y los van a deportar hoy hemos tratado delocalizar a arias cardenas como embajador y nada imposible,tristeza,migracion
en verdad y tu son desestimar la tragedia que pasan los venezolanos por ese infierno que es el darien y culpar a otro tu sabes lo dificil que es sacar el pasaporte en venezuela donde es el mas caro de latinoamerica,tristeza,migracion
tres venezolanos han muerto en la selva del darien en una semana,tristeza,migracion
preocupante unicef reporta pico historico de ninos migrantes cruzando la selva de darien venezolanos son el tercer grupo que mas transita esa peligrosa ruta,tristeza,migracion
denuncian que al menos 76 venezolanos se encuentran desaparecidos en la selva del tras intentar llegar a por este paso fronterizo,tristeza,migracion
y con respecto a migracion de delincuencia venezolana a peru pedro castillo que haga lo que tenga que hacer como aplica para peruano que delinquen pero que tambien reconozca que hay venezolanos que estan aportando a peru,ira,migracion
rolo de imbecil declara que vendiste a la empresa venezolana monomero para seguir enriqueciendote a nombre de la migracion venezolana la vas a pagar hijo de puta,ira,migracion
no es reviviendo historias pasadas como se justifica la desbordada migracion venezolana nadie los obligo a elegir gobiernos comunistas recuerdo las avenidas abarrotadas de chavistas aplaudiendo a chavez burlandose a atacando a otros paises los que hoy hipocritamente invaden,ira,migracion
la venezolana yohana virginia colmenarez hernandez de 26 anos de edad murio en al recibir un tiro en la cabeza disparado por un policia conoce mas del hecho aqui,tristeza,migracion
eso cualquier ser humano racional y pensante se dio cuenta hace tiempo ese cuento pendejo de la desigualdad le tiene jodido ahorita a chile y peru con las mejores economias de la region que aguanto la migracion venezolana con plazas de trabajo,ira,migracion
duque dice q la migracion venezolana es la peor crisis duque no ha visto las imagenes del mediterraneo ni de afganistan ni las de la frontera mexicana con eeuu pareciera que no conociera la historia de su paisque ha roto todos los records en masacres desplazados y migrantes,tristeza,migracion
oye aweonao para que sepas que en el gobierno de pinera entra la mayor migracion venezolana en forma irregular ve las estadisticas y para de escribir tanta tontera,ira,migracion
los venezolanos en el darien y la hija de chavez en paris eso es amor oh la la la,alegria,migracion
cuatro migrantes venezolanos murieron en la selva del darien,tristeza,migracion
picados regimen acuso al responsable del acnur de abultar cifras sobre la migracion venezolana y le pidio no usar el tema para fines politicos,ira,migracion
faltaba mas los peruanos nos hemos vuelto xenofobos luego de la enorme migracion venezolana verguenza,ira,migracion
eres adivino crees porque haya migracion venezolana todos estamos afuera tienes la logica en tu cabeza de una lombriz te falta materia gris estas muy desubicado,ira,migracion
trinidad y tobago aruba curazao dominicana panama ni olvido ni perdon en las malas es cuando se sabe con que paises conto la migracion venezolana y esos paises fueron unos hdlp ni olvido ni perdon,tristeza,migracion
como se nota q no sabes nada de la migracion venezolana miles y miles de hombres mujeres y ninos de diferente edad huyendo a pie sin dinero sin comidad y extorsionados en todas las alcabalas de maduro escapando como sea del socialismo del siglo xxi q tu montero aplaudes,ira,migracion
